hospital;link;ratings;total_reviews;location;rating;review
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 2 étoiles ;Pas de maternité dans cet hôpital 🤷🏾‍♂️
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 1 étoile ;Nulle nulle nulle et nulle je vous deconseil
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 5 étoiles ;C'est le seul hôpital où j'ai vécu mes maladies
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 4 étoiles ;Le temps d'attente est très longue au service pneumologie.
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 3 étoiles ;Il soigne tout
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 5 étoiles ;Hôpital de référence
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 4 étoiles ;Une des meilleures hôpitaux du Sénégal
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 3 étoiles ;Hopital Fann
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 4 étoiles ;Travail
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 5 étoiles ;👍👍👍
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 4 étoiles ;"(Traduit par Google) Sommet

(Avis d'origine)
Top"
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 5 étoiles ;"(Traduit par Google) Un hôpital fantastique

(Avis d'origine)
A fantastic hospital"
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 3 étoiles ;"(Traduit par Google) C cool

(Avis d'origine)
C cool"
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 5 étoiles ;"(Traduit par Google) super

(Avis d'origine)
Super"
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 5 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 1 étoile ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 4 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 3 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 5 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 4 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 5 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 5 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 5 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 4 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 5 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 1 étoile ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 3 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 5 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 5 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 5 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 4 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 2 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 4 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 5 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 1 étoile ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 5 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 1 étoile ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 5 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 5 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 3 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 4 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 4 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 5 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 4 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 5 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 3 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 3 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 5 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 1 étoile ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 4 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 5 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 3 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 4 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 4 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 4 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 4 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 5 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 4 étoiles ;
Centre Hospitalier Universitaire De Fann;https://www.google.com/maps/place/Centre+Hospitalier+Universitaire+De+Fann/data=!4m5!3m4!1s0xec1728fec1ac107:0x61b5af59bd54e383!8m2!3d14.6947013!4d-17.4641781?authuser=0&hl=fr&rclk=1;3,8;100 avis;Adresse: Av. Cheikh Anta Diop, Dakar, Sénégal ; 4 étoiles ;
Hopital Aristide LE DANTEC;https://www.google.com/maps/place/Hopital+Aristide+LE+DANTEC/data=!4m5!3m4!1s0xec172347f70e079:0x3e5a339cfb619b50!8m2!3d14.6574249!4d-17.4356145?authuser=0&hl=fr&rclk=1;3,7;90 avis;Adresse: U Dakar, Sénégal ; 5 étoiles ;Bon plateau médical hopital historique de dakar .
Hopital Aristide LE DANTEC;https://www.google.com/maps/place/Hopital+Aristide+LE+DANTEC/data=!4m5!3m4!1s0xec172347f70e079:0x3e5a339cfb619b50!8m2!3d14.6574249!4d-17.4356145?authuser=0&hl=fr&rclk=1;3,7;90 avis;Adresse: U Dakar, Sénégal ; 5 étoiles ;Bon état des lieux
Hopital Aristide LE DANTEC;https://www.google.com/maps/place/Hopital+Aristide+LE+DANTEC/data=!4m5!3m4!1s0xec172347f70e079:0x3e5a339cfb619b50!8m2!3d14.6574249!4d-17.4356145?authuser=0&hl=fr&rclk=1;3,7;90 avis;Adresse: U Dakar, Sénégal ; 4 étoiles ;Belle architecture externe...
Hopital Aristide LE DANTEC;https://www.google.com/maps/place/Hopital+Aristide+LE+DANTEC/data=!4m5!3m4!1s0xec172347f70e079:0x3e5a339cfb619b50!8m2!3d14.6574249!4d-17.4356145?authuser=0&hl=fr&rclk=1;3,7;90 avis;Adresse: U Dakar, Sénégal ; 4 étoiles ;Je parle avec le coeur des personnels de santétrès accueillant tu ne peux pas indentifie médecin et infermier tellement que son accueillant,on es sortie la semaine passée mais vraiment satisfait alhamdou lilah... Seulement que tt t'es cher mais bon c normal merci infiniment 🙏🙏🙏
Hopital Aristide LE DANTEC;https://www.google.com/maps/place/Hopital+Aristide+LE+DANTEC/data=!4m5!3m4!1s0xec172347f70e079:0x3e5a339cfb619b50!8m2!3d14.6574249!4d-17.4356145?authuser=0&hl=fr&rclk=1;3,7;90 avis;Adresse: U Dakar, Sénégal ; 5 étoiles ;Personnel de santé très accueillant et empathique face à la douleur de leurs patients. J'ai très bien été reçu à leur service de dermatologie et le personnel était très respectueux des patients je pense que c'est un aspect très important de la prise en charge mais qui est malheureusement négligé dans certains hôpitaux.
Hopital Aristide LE DANTEC;https://www.google.com/maps/place/Hopital+Aristide+LE+DANTEC/data=!4m5!3m4!1s0xec172347f70e079:0x3e5a339cfb619b50!8m2!3d14.6574249!4d-17.4356145?authuser=0&hl=fr&rclk=1;3,7;90 avis;Adresse: U Dakar, Sénégal ; 4 étoiles ;Une bonne mosquée
Hopital Aristide LE DANTEC;https://www.google.com/maps/place/Hopital+Aristide+LE+DANTEC/data=!4m5!3m4!1s0xec172347f70e079:0x3e5a339cfb619b50!8m2!3d14.6574249!4d-17.4356145?authuser=0&hl=fr&rclk=1;3,7;90 avis;Adresse: U Dakar, Sénégal ; 1 étoile ;Tu arrives à 7h moins dans leur structure ,on te fait balader entre 3 caisses pour avoir un ticket à 9h et jusqu’à 13h tu n’es toujours pas reçu ... je pense que si on va de si bonne heure dans un hôpital c’est parce qu’au niveau de la santé ça va pas mais si vous voulez faire passer vos parents sénégalais avant les autres parce que vous êtes chez vous autant l’inscrire en gras à l’entrée et on y mettra plus les pieds
Hopital Aristide LE DANTEC;https://www.google.com/maps/place/Hopital+Aristide+LE+DANTEC/data=!4m5!3m4!1s0xec172347f70e079:0x3e5a339cfb619b50!8m2!3d14.6574249!4d-17.4356145?authuser=0&hl=fr&rclk=1;3,7;90 avis;Adresse: U Dakar, Sénégal ; 4 étoiles ;L'un des premiers hôpitaux de Dakar, qui offre de bons services avec un bâtiment spécialisé qui traite les malades atteint de cancer .
Hopital Aristide LE DANTEC;https://www.google.com/maps/place/Hopital+Aristide+LE+DANTEC/data=!4m5!3m4!1s0xec172347f70e079:0x3e5a339cfb619b50!8m2!3d14.6574249!4d-17.4356145?authuser=0&hl=fr&rclk=1;3,7;90 avis;Adresse: U Dakar, Sénégal ; 3 étoiles ;Beaucoup de choses à parfaite
Hopital Aristide LE DANTEC;https://www.google.com/maps/place/Hopital+Aristide+LE+DANTEC/data=!4m5!3m4!1s0xec172347f70e079:0x3e5a339cfb619b50!8m2!3d14.6574249!4d-17.4356145?authuser=0&hl=fr&rclk=1;3,7;90 avis;Adresse: U Dakar, Sénégal ; 4 étoiles ;Bon accueil
Hopital Aristide LE DANTEC;https://www.google.com/maps/place/Hopital+Aristide+LE+DANTEC/data=!4m5!3m4!1s0xec172347f70e079:0x3e5a339cfb619b50!8m2!3d14.6574249!4d-17.4356145?authuser=0&hl=fr&rclk=1;3,7;90 avis;Adresse: U Dakar, Sénégal ; 3 étoiles ;"Horaire de visite :
Lundi - vendredi : 17h30 - 20h
Samedi - dimanche et jours fériés : 12h - 20h"
Hopital Aristide LE DANTEC;https://www.google.com/maps/place/Hopital+Aristide+LE+DANTEC/data=!4m5!3m4!1s0xec172347f70e079:0x3e5a339cfb619b50!8m2!3d14.6574249!4d-17.4356145?authuser=0&hl=fr&rclk=1;3,7;90 avis;Adresse: U Dakar, Sénégal ; 5 étoiles ;Cet centre est tres vas et tres bien equipe par des materiaux medecinales.Il se trouve au centre de Dakar precisement dans la commune de Dakar plateau,il y'a ici des docteurs  tres qualifies qui soignent des maladies comme le paludisme,le cancer du coeur,du sein et presque toutes les sortes de maladies.Vraiment j'estime beaucoup leurs travails,leurs soins et leurs medicaments qu'ils recommandent aux malades.Merci
Hopital Aristide LE DANTEC;https://www.google.com/maps/place/Hopital+Aristide+LE+DANTEC/data=!4m5!3m4!1s0xec172347f70e079:0x3e5a339cfb619b50!8m2!3d14.6574249!4d-17.4356145?authuser=0&hl=fr&rclk=1;3,7;90 avis;Adresse: U Dakar, Sénégal ; 5 étoiles ;Très joli
